anschrift_vor_google;anschrift_google;google_status;partial_match
bessemerstrasse 2-14, 12103 berlin;Bessemerstraße 2-14, 12103 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
belforter strasse 21, 10405 berlin;Belforter Str. 21, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
uhlandstrasse 134, 10717 berlin;Uhlandstraße 134, 10717 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
zimmerstrasse 90, 10117 berlin;Zimmerstraße 90, 10117 Berlin, Deutschland;OK;False
innstrasse 17, 12043 berlin;Innstraße 17, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
sonnenallee 147, 12059 berlin;Sonnenallee 147, 12059 Berlin-Bezirk Neukölln, Deutschland;OK;False
heidelberger strasse 64a, 12435 berlin;Heidelberger Str. 64A, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
eginhardstrasse 5, 10318 berlin;Eginhardstraße 5, 10318 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
zimmerstrasse 11, 12207 berlin;Zimmerstraße 11, 12207 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
prinzenstrasse 84, 10969 berlin;Prinzenstraße 84, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
prinzenstrasse 84.1, 10969 berlin;Prinzenstraße, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;True
christstrasse 19, 10969 berlin;Christstraße 19, 14059 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
veteranenstrasse 21, 10119 berlin;Veteranenstraße 21, 10119 Berlin, Deutschland;OK;False
wittestrasse 32, 13509 berlin;Wittestraße 32, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
albert-einstein-strasse 14, 12489 berlin;Albert-Einstein-Straße 14, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
mareschstrasse 4, 12055 berlin;Mareschstraße 4, 12055 Berlin-Bezirk Neukölln, Deutschland;OK;False
uferstrasse 23, 13357 berlin;Uferstudios, BVG Hauptwerkstätten, Uferstraße 23, 13357 Berlin, Deutschland;OK;False
hansastrasse 19, 80686 münchen;Hansastraße 19, 80686 München, Deutschland;OK;False
josef-orlopp-strasse 38, 10365 berlin;Josef-Orlopp-Straße 38, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
gitschiner strasse 91, 10969 berlin;Gitschiner Str. 91, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
pascalstrasse 8-9, 10587 berlin;Pascalstraße 8-9, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
lietzenburger strasse 62, 10719 berlin;Lietzenburger Str. 62, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
katharinenstrasse 12, 10711 berlin;Katharinenstraße 12, 10711 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
barnimstrasse 38, 10249 berlin;Barnimstraße 38, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
adam-von-trott-strasse 6, 13627 berlin;Adam-von-Trott-Straße 6, 13627 Berlin, Deutschland;OK;False
hardenbergstrasse 38, 10623 berlin;Alte Mineralogie, Hardenbergstraße 38, 10623 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
oskar helene park 23, 14195 berlin;Oskar-Helene-Park 23, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
reichenhaller strasse 63, 14199 berlin;Reichenhaller Str. 63, 14199 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
yorckstrasse 25 , 10965 berlin;Yorckstraße 25, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
yorckstrasse 25, 10965 berlin;Yorckstraße 25, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
yorkstrasse 25, 10965 berlin;Yorckstraße 25, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
am krähenberg 4, 13505 berlin;Am Krähenberg 4, 13505 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
waldenserstrasse 2-4, 10551 berlin;Waldenserstraße 2-4, 10551 Berlin, Deutschland;OK;False
buckower chaussee 36-42, 12277 berlin;Buckower Chaussee 36-42, 12277 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
lindauer allee 48, 13407 berlin;Lindauer Allee 48, 13407 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
bülowstrasse 66, 10783 berlin;Bülowstraße 66, 10783 Berlin, Deutschland;OK;False
lohnauer steig 1-11, 12489 berlin;Lohnauer Steig 1-11, 12489 Berlin, Deutschland;OK;False
steinbachstrasse 11, 12489 berlin;Steinbachstraße 11, 12489 Berlin, Deutschland;OK;False
bohnsdorfer weg 35 i, 12524 berlin;Bohnsdorfer Weg 35I, 12524 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
bohnsdorfer weg 35i, 12524 berlin;Bohnsdorfer Weg 35I, 12524 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
wassermannstrasse 79, 12489 berlin;Wassermannstraße 79, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
fidicinstrasse 3, 10965 berlin;Thikwa Werkstatt für Theater und Kunst, Fidicinstraße 3, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
wilhelminenhofstrasse 89 a, 12459 berlin;Wilhelminenhofstraße 89A, 12459 Berlin, Deutschland;OK;False
frankfurter allee 2, 10247 berlin;Frankfurter Allee 2, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
thrasoltstrasse 3, 10585 berlin;Thrasoltstraße 3, 10585 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
grossbeerenstrasse 71, 10963 berlin;Großbeerenstraße 71, 10963 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
dircksenstrasse 47, 10178 berlin;Dircksenstraße 47, 10178 Berlin, Deutschland;OK;False
wittestrasse 24, 13509 berlin;Wittestraße 24, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
borsigstrasse 8, 10115 berlin;Borsigstraße 8, 10115 Berlin, Deutschland;OK;False
saarbruecker strasse 36, 10405 berlin;Saarbrücker Str. 36, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
berliner allee 26, 13088 berlin;Berliner Allee 26, 13088 Berlin-Bezirk Pankow, Deutschland;OK;False
rosenheimer strasse 20, 10779 berlin;Rosenheimer Str. 20, 10779 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
koblenzer strasse 3, 10715 berlin;Koblenzer Str. 3, 10715 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
pankgrafenstrasse 3e, 13187 berlin;Pankgrafenstraße 3E, 13187 Berlin-Bezirk Pankow, Deutschland;OK;False
frankfurter allee 244, 10365 berlin;Frankfurter Allee 244, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
christinenstrasse 18/19, 10119 berlin;Christinenstraße 18-19, 10119 Berlin-Bezirk Pankow, Deutschland;OK;False
c/o factory, lohmühlenstrasse 65, 12435 berlin;Lohmühlenstraße 65, 12435 Berlin, Deutschland;OK;True
hüttenweg 21, 14195 berlin;Hüttenweg 21, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
exerzierstrasse 14, 13357 berlin;Exerzierstraße 14, 13357 Berlin, Deutschland;OK;False
fasanenstrasse 74, 10719 berlin;Fasanenstraße 74, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
sandbacher weg 107, 12526 berlin;Sandbacher Weg 107, 12526 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
hollabergweg 3, 12107 berlin;Hollabergweg 3, 12107 Berlin, Deutschland;OK;False
c/o factory works, rheinsberger strasse 76/77, 10115 berlin;Rheinsberger Str. 76/77, 10115 Berlin, Deutschland;OK;True
gradestrasse 74-90, 12347 berlin;Gradestraße 74-90, 12347 Berlin-Bezirk Neukölln, Deutschland;OK;False
strausberger platz 19, 10243 berlin;Strausberger Pl. 19, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o zeit für brot berlin gmbh, alte schönhauser strasse 4, 10119 berlin;Alte Schönhauser Str. 4, 10119 Berlin, Deutschland;OK;True
güntzstrasse 1, 01069 dresden;Güntzstraße 1, 01069 Dresden-Altstadt, Deutschland;OK;False
güntzstrasse 1 , 01069 dresden;Güntzstraße 1, 01069 Dresden-Altstadt, Deutschland;OK;False
kurt-schumacher-damm 207-214, 13405 berlin;Kurt-Schumacher-Damm 207, 13405 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
kochhannstrasse 14, 10249 berlin;Kochhannstraße 14, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
mariannenstrasse 47, 10997 berlin;Mariannenstraße 47, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
merseburger strasse 5, 10823 berlin;Merseburger Str. 5, 10823 Berlin, Deutschland;OK;False
reuterstrasse15, 12053 berlin;Reuterstraße 15, 12053 Berlin-Bezirk Neukölln, Deutschland;OK;True
wolburgsweg 49, 13589 berlin;Wolburgsweg 49, 13589 Berlin-Bezirk Spandau, Deutschland;OK;False
wittestrasse 30, 13509 berlin;Wittestraße 30, 13509 Berlin, Deutschland;OK;False
colditzstrasse 28, 12099 berlin;Colditzstraße 28, 12099 Berlin, Deutschland;OK;False
blumberger damm 231, 12687 berlin;Blumberger Damm 231, 12687 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
kamerunerstrasse 1, 13351 berlin;Kameruner Str. 1, 13351 Berlin, Deutschland;OK;False
zimmerstrasse 11, 10969 berlin;Zimmerstraße 11, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
grosskopfstrasse 6-7, 13403 berlin;Großkopfstraße 6-7, 13403 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
karl-marx-strasse 107, 12043 berlin;Karl-Marx-Straße 107, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
prenzlauer promenade 113, 13189 berlin;Prenzlauer Promenade 113, 13189 Berlin, Deutschland;OK;False
brüsseler strasse 36, 13353 berlin;Brüsseler Str. 36, 13353 Berlin, Deutschland;OK;False
finsterwalder strasse 15, 13435 berlin;Finsterwalder Str. 15, 13435 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
alter steinweg 36, 48143 münster;Alter Steinweg 36, 48143 Münster, Deutschland;OK;False
düsseldorferstrasse 67, 10719 berlin;Düsseldorfer Str. 67, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
mertensstrasse 63 – 115, gebäude 1, 13587 berlin;Mertensstraße 63/115, gebäude 1, 13587 Berlin-Bezirk Spandau, Deutschland;OK;False
scharnweberstrasse 2, 13405 berlin;Scharnweberstraße 2, 13405 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
prenzlauer berg 2, 10405 berlin;Prenzlauer Berg 2, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
grossgörschenstrasse 39, 10827 berlin;Großgörschenstraße 39, 10827 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
gross-ziethener strasse 64, 12309 berlin;Groß-Ziethener Str. 64, 12309 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
kernhofer strasse 21, 10317 berlin;Kernhofer Str. 21, 10317 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
tempelhofer damm 125, 12099 berlin;Tempelhofer Damm 125, 12099 Berlin, Deutschland;OK;False
silbersteinstrasse 29, 12051 berlin;Silbersteinstraße 29, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
silbersteinstrasse 33, 12051 berlin;Silbersteinstraße 33, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
burchardstrasse 14, 20095 hamburg;Burchardstraße 14, 20095 Hamburg, Deutschland;OK;False
dieffenbachstrasse 76, 10967 berlin;Dieffenbachstraße 76, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
euref-campus 16, 10829 berlin;EUREF-Campus 16, 10829 Berlin, Deutschland;OK;False
lausitzer strasse 7, 10997 berlin;Lausitzer Str. 7, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
grolmanstrasse 41-43, 10623 berlin;Grolmanstraße 41-43, 10623 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
mahlower strasse 23/24, 12049 berlin;Mahlower Str. 23-24, 12049 Berlin-Bezirk Neukölln, Deutschland;OK;False
einsteinufer 63-65, 10587 berlin;Einsteinhöfe, Einsteinufer 63 -65, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
taubenstrasse 20 - 22, 10117 berlin;Taubenstraße 20/22, 10117 Berlin, Deutschland;OK;False
c/o antler innovation gmbh, jägerstrasse 32, 10117 berlin;Jägerstraße 32, 10117 Berlin, Deutschland;OK;True
damwildsteig 27, 13503 berlin;Damwildsteig 27, 13503 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
mehringplatz 8, 10969 berlin;Mehringpl. 8, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
wiesendamm 33, 13597 berlin;Wiesendamm 33, 13597 Berlin-Bezirk Spandau, Deutschland;OK;False
neue grünstrasse 28, 10179 berlin;Best Western Hotel, Neue Grünstraße 28, 10179 Berlin, Deutschland;OK;False
kottbusser damm 86, 10967 berlin;Kottbusser Damm 86-87, 10967 Berlin, Deutschland;OK;False
eichenstrasse 2, 12435 berlin;Eichenstraße 2, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
c/o gundelwein, derfflingerstrasse 29, 10785 berlin;Derfflingerstraße 29, 10785 Berlin, Deutschland;OK;True
derfflingerstrasse 29, 10785 berlin;Derfflingerstraße 29, 10785 Berlin, Deutschland;OK;False
hohenzollernstrasse 6, 13467 berlin;Hohenzollernstraße 6, 13467 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
darwinstrasse 17, 10589 berlin;Darwinstraße 17, 10589 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
zossener strasse 34, 10961 berlin;Zossener Str. 34, 10961 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
grünauer strasse 3, 12557 berlin;Grünauer Str. 3, 12557 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
motzener strasse 19, 12277 berlin;Motzener Str. 19, 12277 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
ullsteinstrasse 105, 12109 berlin;Ullsteinstraße 105, 12109 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
siegfriedstrasse 81, 10365 berlin;Siegfriedstraße 81, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
igo-etrich-strasse 7, 12487 berlin;Igo-Etrich-Straße 7, 12487 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
kurfürstendamm 119, 10711 berlin;Kurfürstendamm 119, 10711 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
brienner strasse 7 - 8, 10713 berlin;Brienner Str. 7/8, 10713 Berlin, Deutschland;OK;False
brienner strasse 7/8, 10713 berlin;Brienner Str. 7/8, 10713 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
wartenberger strasse 24, 13053 berlin;Wartenberger Str. 24, 13053 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
marchstrasse 12 pf / f9, ai: aerospace institute gmbh, 10587 berlin;Marchstraße 12, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;True
marchstrasse 12 pf / f6, ai: aerospace institute gmbh, 10587 berlin;Marchstraße 12, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;True
gubener strasse 43, 10243 berlin;Gubener Str. 43, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
monbijouplatz 4, 10178 berlin;Monbijoupl. 4, 10178 Berlin, Deutschland;OK;False
sophienstrasse 6, 10178 berlin;Sophienstraße 6, 10178 Berlin, Deutschland;OK;False
bürgerheimstrasse 26 (c/o nick scheynen), 10365 berlin;Bürgerheimstraße 26, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;True
bürgerheimstrasse 26, 10365 berlin;Bürgerheimstraße 26, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
friedrichstrasse 94, 10117 berlin;Friedrichstraße 94, 10117 Berlin, Deutschland;OK;False
alt-moabit 73/73a, 10555 berlin;Alt-Moabit 73, 10555 Berlin, Deutschland;OK;False
semperstrasse 2 a, 01069 dresden;Semperstraße 2A, 01069 Dresden-Plauen, Deutschland;OK;False
friedrichstrasse 6, 13585 berlin;Friedrichstraße 6, 13585 Berlin-Bezirk Spandau, Deutschland;OK;False
bordeauxstrasse 7, 13127 berlin;Bordeauxstraße 7, 13127 Berlin-Bezirk Pankow, Deutschland;OK;False
köpenicker strasse 325, 12555 berlin;Köpenicker Str. 325, 12555 Berlin, Deutschland;OK;False
schönhauser allee 10-11, 10119 berlin;Schönhauser Allee 10-11, 10119 Berlin-Bezirk Pankow, Deutschland;OK;False
kleine hamburger strasse 2, 10115 berlin;Kleine Hamburger Str. 2, 10115 Berlin, Deutschland;OK;False
chausseestrasse 86, c/o speedinvest deutschland gmbh, 10115 berlin;Chausseestraße 86/c o, 10115 Berlin, Deutschland;OK;True
ritterstrasse 26, 10969 berlin;Ritterstraße 26, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
talstrasse 5 a, 13189 berlin;Talstraße 5a, 13189 Berlin-Bezirk Pankow, Deutschland;OK;False
mühlenstrasse 2a, 13187 berlin;Mühlenstraße 2A, 13187 Berlin, Deutschland;OK;False
bleibtreustrasse 33, 10707 berlin;Bleibtreustraße 33, 10707 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
fasanenstrasse 85, 10623 berlin;Fasanenstraße 85, 10623 Berlin, Deutschland;OK;False
altensteinstrasse 40, 14195 berlin;Altensteinstraße 40, 14195 Berlin, Deutschland;OK;False
jüdenstrasse 37, 13597 berlin;Jüdenstraße 37, 13597 Berlin-Bezirk Spandau, Deutschland;OK;False
hobrechtstrasse 55, 12047 berlin;Hobrechtstraße 55, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
hobrechtstrasse 55 , 12047 berlin;Hobrechtstraße 55, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
hobrechtstrasse 56, 12047 berlin;Hobrechtstraße 56, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
tiniusstrasse 9-11, 13089 berlin;Tiniusstraße 9-11, 13089 Berlin, Deutschland;OK;False
seydelstrasse 7, 10117 berlin;Seydelstraße 7, 10117 Berlin, Deutschland;OK;False
pariser platz 4, 10117 berlin;Pariser Platz 4, 10117 Berlin, Deutschland;OK;False
katharinenstrasse 8, 10711 berlin;Katharinenstraße 8, 10711 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
obentrautstrasse 16 - 18, 12681 berlin;Obentrautstraße 16/18, 10963 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
plüschowstrasse7, 14163 berlin;Plüschowstraße, 14163 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;True
plönzeile 35, 12459 berlin;Plönzeile 35, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
elbestrasse 28/29, 12045 berlin;Elbestraße 28-29, 12045 Berlin, Deutschland;OK;False
elbestrasse 28-29, 12045 berlin;Elbestraße 28-29, 12045 Berlin, Deutschland;OK;False
elbestrasse 28-29 , 12045 berlin;Elbestraße 28-29, 12045 Berlin, Deutschland;OK;False
neustädtischer markt 7/8, 14776 brandenburg an der havel;Neustädtischer Markt 7-8, 14776 Brandenburg an der Havel, Deutschland;OK;False
strasse des 17. juni 135, 10623 berlin;Thermodynamik und Kältetechnik, Str. des 17. Juni 135, 10623 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
sendener weg 43, 13507 berlin;Sendener Weg 43, 13507 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
heerstrasse 200 d, 13595 berlin;Heerstraße 200, 13595 Berlin-Bezirk Spandau, Deutschland;OK;False
brandensteinweg 10, 13595 berlin;Brandensteinweg 10, 13595 Berlin-Bezirk Spandau, Deutschland;OK;False
kühnemannstrasse 22-24, 13409 berlin;Kühnemannstraße 22-24, 13409 Berlin, Deutschland;OK;False
grabbeallee 84, 13156 berlin;Grabbeallee 84, 13156 Berlin-Bezirk Pankow, Deutschland;OK;False
böckhstrasse 24 , 10967 berlin;Böckhstraße 24, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
böckhstrasse 24, 10967 berlin;Böckhstraße 24, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
oranienstrasse 34, 10999 berlin;Oranienstraße 34, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
räuschstrasse 37, 13509 berlin;Räuschstraße 37, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
rhinstrasse 84, 12681 berlin;Rhinstraße 84, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
anklamer strasse 38, 10115 berlin;Anklamer Str. 38, 10115 Berlin, Deutschland;OK;False
akazienstrasse 3 a, 10823 berlin;Akazienstraße 3a, 10827 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
grüntaler strasse 14, 13357 berlin;Grüntaler Str. 14, 13357 Berlin, Deutschland;OK;False
greifswalder strasse 208, 10405 berlin;Greifswalder Str. 208, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
lützowstrasse 94, 10785 berlin;Lützowstraße 94, 10785 Berlin, Deutschland;OK;False
hohenstaufenstrasse 5, 10781 berlin;Hohenstaufenstraße 5, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
besselstrasse 13, 10969 berlin;Besselstraße 13, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
schlangenbader strasse 25, 14197 berlin;Schlangenbader Str. 25, 14197 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
paul-lincke-ufer 39/40, 10999 berlin;Paul-Lincke-Ufer 39-40, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
karl-marx-strasse 131, 12043 berlin;Karl-Marx-Straße 131, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
karl-heinrich-ulrichs-strasse 11, 10787 berlin;Karl-Heinrich-Ulrichs-Straße 11, 10787 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
ahornstrasse 5, 10787 berlin;Ahornstraße 5, 10787 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
carl-schurz-strasse 40, 13597 berlin;Carl-Schurz-Straße 40, 13597 Berlin-Bezirk Spandau, Deutschland;OK;False
wallstrasse 15 a, 10179 berlin;Wallstraße 15 a, 10179 Berlin, Deutschland;OK;False
im mediapark 7, 50670 köln;Im Mediapark 7, 50670 Köln, Deutschland;OK;False
markelstrasse 24a, 12163 berlin;Markelstraße 24a, 12163 Berlin, Deutschland;OK;False
potsdamer strasse 89, 10785 berlin;Potsdamer Str. 89, 10785 Berlin, Deutschland;OK;False
schönhauser allee 118, 10437 berlin;Turm A, Schönhauser Allee 118, 10437 Berlin-Bezirk Pankow, Deutschland;OK;False
magdalenenstrasse 19, 10365 berlin;Magdalenenstraße 19, 10365 Berlin, Deutschland;OK;False
stauffenbergstrasse 13-14, 10785 berlin;Bendlerblock, Stauffenbergstraße 13-14, 10785 Berlin, Deutschland;OK;False
stauffenbergstrasse 13 - 14, 10785 berlin;Stauffenbergstraße 13/14, 10785 Berlin, Deutschland;OK;False
weserstrasse 23, 10247 berlin;Weserstraße 23, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
buschkrugallee 103, 12359 berlin;Buschkrugallee 103, 12359 Berlin, Deutschland;OK;False
deulstrasse 7, 12459 berlin;Deulstraße 7, 12459 Berlin, Deutschland;OK;False
